direction_name,block_id,route_id,service_id,direction_id,trip_headsign,wheelchair_accessible,shape_id,trip_id,start_time,end_time
Northbound,a_4019_Timetable_-_2023-10,403,Weekday_merged_999971,0,Oshawa Centre Terminal,1,100.0.1046829277_Timetable_-_2023-10,460__4019_Timetable_-_2023-10,0 days 21:12:00,0 days 21:38:00
Westbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4611__4053_Timetable_-_2023-10,0 days 11:45:00,0 days 12:18:00
Westbound,a_4079_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4613__4079_Timetable_-_2023-10,0 days 14:45:00,0 days 15:18:00
Westbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4614__4054_Timetable_-_2023-10,0 days 08:15:00,0 days 08:48:00
Westbound,a_4005_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4615__4005_Timetable_-_2023-10,0 days 17:45:00,0 days 18:18:00
Westbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4616__4055_Timetable_-_2023-10,0 days 05:45:00,0 days 06:18:00
Westbound,a_4079_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4619__4079_Timetable_-_2023-10,0 days 16:45:00,0 days 17:18:00
Northbound,a_4013_Timetable_-_2023-10,403,Weekday_merged_999971,0,Oshawa Centre Terminal,1,100.0.1046829277_Timetable_-_2023-10,461__4013_Timetable_-_2023-10,0 days 21:42:00,0 days 22:08:00
Westbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4620__4055_Timetable_-_2023-10,0 days 09:45:00,0 days 10:18:00
Northbound,a_4021_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4621__4021_Timetable_-_2023-10,0 days 06:24:00,0 days 06:53:00
Northbound,a_4022_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4622__4022_Timetable_-_2023-10,0 days 06:58:00,0 days 07:37:00
Westbound,a_4079_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4623__4079_Timetable_-_2023-10,0 days 15:45:00,0 days 16:18:00
Westbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4624__4052_Timetable_-_2023-10,0 days 11:15:00,0 days 11:48:00
Northbound,a_4011_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4625__4011_Timetable_-_2023-10,0 days 07:28:00,0 days 08:07:00
Westbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4626__4052_Timetable_-_2023-10,0 days 13:15:00,0 days 13:48:00
Northbound,a_4081_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4628__4081_Timetable_-_2023-10,0 days 07:58:00,0 days 08:36:00
Northbound,a_4069_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4629__4069_Timetable_-_2023-10,0 days 08:28:00,0 days 09:04:00
Westbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4630__4053_Timetable_-_2023-10,0 days 13:45:00,0 days 14:18:00
Westbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4631__4054_Timetable_-_2023-10,0 days 07:15:00,0 days 07:48:00
Northbound,a_4088_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4632__4088_Timetable_-_2023-10,0 days 08:58:00,0 days 09:34:00
Northbound,a_4022_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4633__4022_Timetable_-_2023-10,0 days 09:28:00,0 days 10:04:00
Westbound,a_4056_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,4634__4056_Timetable_-_2023-10,0 days 06:23:00,0 days 06:54:00
Westbound,a_4055_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4635__4055_Timetable_-_2023-10,0 days 08:45:00,0 days 09:18:00
Westbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4636__4054_Timetable_-_2023-10,0 days 09:15:00,0 days 09:48:00
Northbound,a_4011_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4637__4011_Timetable_-_2023-10,0 days 09:58:00,0 days 10:32:00
Northbound,a_4081_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4638__4081_Timetable_-_2023-10,0 days 10:28:00,0 days 11:02:00
Northbound,a_4067_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4639__4067_Timetable_-_2023-10,0 days 10:58:00,0 days 11:32:00
Westbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4640__4016_Timetable_-_2023-10,0 days 16:15:00,0 days 16:48:00
Northbound,a_4088_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4641__4088_Timetable_-_2023-10,0 days 11:28:00,0 days 12:02:00
Northbound,a_4022_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4642__4022_Timetable_-_2023-10,0 days 11:58:00,0 days 12:32:00
Westbound,a_4054_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4643__4054_Timetable_-_2023-10,0 days 10:15:00,0 days 10:48:00
Northbound,a_4011_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4644__4011_Timetable_-_2023-10,0 days 12:28:00,0 days 13:02:00
Northbound,a_4060_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4645__4060_Timetable_-_2023-10,0 days 12:58:00,0 days 13:32:00
Northbound,a_4063_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4646__4063_Timetable_-_2023-10,0 days 13:28:00,0 days 14:02:00
Westbound,a_4053_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4647__4053_Timetable_-_2023-10,0 days 12:45:00,0 days 13:18:00
Northbound,a_4061_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4648__4061_Timetable_-_2023-10,0 days 14:00:00,0 days 14:34:00
Westbound,a_4005_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652001_Timetable_-_2023-10,4649__4005_Timetable_-_2023-10,0 days 18:44:00,0 days 19:19:00
Southbound,a_4076_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,464__4076_Timetable_-_2023-10,0 days 06:35:00,0 days 07:02:00
Northbound,a_4083_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4650__4083_Timetable_-_2023-10,0 days 14:30:00,0 days 15:04:00
Northbound,a_4058_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4651__4058_Timetable_-_2023-10,0 days 15:00:00,0 days 15:34:00
Northbound,a_4063_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4652__4063_Timetable_-_2023-10,0 days 15:30:00,0 days 16:04:00
Westbound,a_4052_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4653__4052_Timetable_-_2023-10,0 days 12:15:00,0 days 12:48:00
Westbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4654__4016_Timetable_-_2023-10,0 days 15:15:00,0 days 15:48:00
Northbound,a_4061_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4655__4061_Timetable_-_2023-10,0 days 16:00:00,0 days 16:34:00
Westbound,a_4016_Timetable_-_2023-10,502,Weekday_merged_999971,1,Prince William,1,100.0.1952652003_Timetable_-_2023-10,4656__4016_Timetable_-_2023-10,0 days 17:15:00,0 days 17:48:00
Loop,a_2036_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4657__2036_Timetable_-_2023-10,0 days 06:15:00,0 days 06:44:00
Loop,a_2036_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4658__2036_Timetable_-_2023-10,0 days 08:00:00,0 days 08:31:00
Loop,a_2036_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4659__2036_Timetable_-_2023-10,0 days 06:50:00,0 days 07:21:00
Southbound,a_4010_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,465__4010_Timetable_-_2023-10,0 days 07:05:00,0 days 07:32:00
Northbound,a_4083_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4660__4083_Timetable_-_2023-10,0 days 16:30:00,0 days 17:03:00
Northbound,a_4071_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4661__4071_Timetable_-_2023-10,0 days 16:57:00,0 days 17:33:00
Loop,a_2036_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4662__2036_Timetable_-_2023-10,0 days 08:40:00,0 days 09:11:00
Loop,a_2030_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4663__2030_Timetable_-_2023-10,0 days 16:30:00,0 days 17:03:00
Loop,a_2078_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4664__2078_Timetable_-_2023-10,0 days 17:15:00,0 days 17:48:00
Loop,a_2048_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4665__2048_Timetable_-_2023-10,0 days 17:45:00,0 days 18:18:00
Loop,a_2062_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4666__2062_Timetable_-_2023-10,0 days 18:15:00,0 days 18:48:00
Northbound,a_4058_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4667__4058_Timetable_-_2023-10,0 days 17:27:00,0 days 18:03:00
Northbound,a_4061_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4668__4061_Timetable_-_2023-10,0 days 17:57:00,0 days 18:33:00
Loop,a_2014_Timetable_-_2023-10,222,Weekday_merged_999971,0,Lakeside,1,100.0.1672882921_Timetable_-_2023-10,4669__2014_Timetable_-_2023-10,0 days 05:52:00,0 days 06:21:00
Southbound,a_4062_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,466__4062_Timetable_-_2023-10,0 days 07:35:00,0 days 08:02:00
Northbound,a_4040_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4670__4040_Timetable_-_2023-10,0 days 18:27:00,0 days 19:05:00
Northbound,a_4083_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4671__4083_Timetable_-_2023-10,0 days 18:57:00,0 days 19:35:00
Northbound,a_4071_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4672__4071_Timetable_-_2023-10,0 days 19:29:00,0 days 20:07:00
Eastbound,a_4069_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4673__4069_Timetable_-_2023-10,0 days 16:33:00,0 days 17:11:00
Eastbound,a_4072_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4674__4072_Timetable_-_2023-10,0 days 14:34:00,0 days 15:12:00
Westbound,a_4070_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4678__4070_Timetable_-_2023-10,0 days 09:32:00,0 days 10:07:00
Southbound,a_4024_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,467__4024_Timetable_-_2023-10,0 days 08:05:00,0 days 08:32:00
Eastbound,a_4037_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4682__4037_Timetable_-_2023-10,0 days 10:08:00,0 days 10:41:00
Eastbound,a_4040_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4685__4040_Timetable_-_2023-10,0 days 10:36:00,0 days 11:11:00
Eastbound,a_4017_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4689__4017_Timetable_-_2023-10,0 days 12:06:00,0 days 12:41:00
Southbound,a_4068_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,468__4068_Timetable_-_2023-10,0 days 08:35:00,0 days 09:02:00
Westbound,a_4013_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4691__4013_Timetable_-_2023-10,0 days 15:32:00,0 days 16:07:00
Westbound,a_4072_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4692__4072_Timetable_-_2023-10,0 days 11:32:00,0 days 12:07:00
Southbound,a_4077_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,469__4077_Timetable_-_2023-10,0 days 09:05:00,0 days 09:32:00
Eastbound,a_4080_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4700__4080_Timetable_-_2023-10,0 days 15:04:00,0 days 15:42:00
Eastbound,a_4074_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4708__4074_Timetable_-_2023-10,0 days 09:08:00,0 days 09:41:00
Southbound,a_4066_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,470__4066_Timetable_-_2023-10,0 days 09:35:00,0 days 10:04:00
Westbound,a_4034_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4710__4034_Timetable_-_2023-10,0 days 13:32:00,0 days 14:07:00
Westbound,a_4040_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4711__4040_Timetable_-_2023-10,0 days 12:32:00,0 days 13:07:00
Westbound,a_4069_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4717__4069_Timetable_-_2023-10,0 days 13:02:00,0 days 13:37:00
Southbound,a_4010_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,471__4010_Timetable_-_2023-10,0 days 10:05:00,0 days 10:34:00
Westbound,a_4013_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4729__4013_Timetable_-_2023-10,0 days 10:32:00,0 days 11:07:00
Southbound,a_4078_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,472__4078_Timetable_-_2023-10,0 days 10:35:00,0 days 11:04:00
Westbound,a_4046_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4730__4046_Timetable_-_2023-10,0 days 10:02:00,0 days 10:37:00
Westbound,a_4019_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4733__4019_Timetable_-_2023-10,0 days 15:02:00,0 days 15:37:00
Eastbound,a_4072_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4734__4072_Timetable_-_2023-10,0 days 09:38:00,0 days 10:11:00
Westbound,a_4017_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4739__4017_Timetable_-_2023-10,0 days 09:02:00,0 days 09:37:00
Southbound,a_4024_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,473__4024_Timetable_-_2023-10,0 days 11:05:00,0 days 11:34:00
Westbound,a_4037_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4740__4037_Timetable_-_2023-10,0 days 12:02:00,0 days 12:37:00
Eastbound,a_4046_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4743__4046_Timetable_-_2023-10,0 days 16:04:00,0 days 16:42:00
Eastbound,a_4019_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4746__4019_Timetable_-_2023-10,0 days 13:06:00,0 days 13:41:00
Eastbound,a_4074_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4747__4074_Timetable_-_2023-10,0 days 15:34:00,0 days 16:12:00
Westbound,a_4019_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4749__4019_Timetable_-_2023-10,0 days 08:32:00,0 days 09:07:00
Southbound,a_4068_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,474__4068_Timetable_-_2023-10,0 days 11:35:00,0 days 12:04:00
Westbound,a_4070_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4755__4070_Timetable_-_2023-10,0 days 14:32:00,0 days 15:07:00
Westbound,a_4080_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4759__4080_Timetable_-_2023-10,0 days 19:32:00,0 days 20:07:00
Southbound,a_4062_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,475__4062_Timetable_-_2023-10,0 days 12:05:00,0 days 12:34:00
Westbound,a_4074_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4763__4074_Timetable_-_2023-10,0 days 11:02:00,0 days 11:37:00
Westbound,a_4017_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4764__4017_Timetable_-_2023-10,0 days 14:02:00,0 days 14:37:00
Westbound,a_4062_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4766__4062_Timetable_-_2023-10,0 days 16:02:00,0 days 16:37:00
Eastbound,a_4069_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4769__4069_Timetable_-_2023-10,0 days 11:06:00,0 days 11:41:00
Southbound,a_4071_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,476__4071_Timetable_-_2023-10,0 days 12:35:00,0 days 13:04:00
Southbound,a_4081_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,477__4081_Timetable_-_2023-10,0 days 13:05:00,0 days 13:34:00
Westbound,a_4072_Timetable_-_2023-10,411,Weekday_merged_999971,1,Oshawa Centre Terminal,1,100.0.1952650521_Timetable_-_2023-10,4789__4072_Timetable_-_2023-10,0 days 19:02:00,0 days 19:37:00
Southbound,a_4073_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,478__4073_Timetable_-_2023-10,0 days 13:35:00,0 days 14:04:00
Eastbound,a_4070_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4793__4070_Timetable_-_2023-10,0 days 12:36:00,0 days 13:11:00
Eastbound,a_4034_Timetable_-_2023-10,411,Weekday_merged_999971,0,Courtice,1,100.0.1952650522_Timetable_-_2023-10,4796__4034_Timetable_-_2023-10,0 days 11:36:00,0 days 12:11:00
Northbound,a_4058_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4797__4058_Timetable_-_2023-10,0 days 19:57:00,0 days 20:36:00
Northbound,a_4061_Timetable_-_2023-10,901,Weekday_merged_999971,0,Windfields Farm,1,100.0.19526492311_Timetable_-_2023-10,4798__4061_Timetable_-_2023-10,0 days 20:26:00,0 days 21:02:00
Northbound,a_4078_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4799__4078_Timetable_-_2023-10,0 days 06:45:00,0 days 07:00:00
Southbound,a_4082_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,479__4082_Timetable_-_2023-10,0 days 14:05:00,0 days 14:34:00
Northbound,a_4067_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4800__4067_Timetable_-_2023-10,0 days 07:15:00,0 days 07:30:00
Northbound,a_4076_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4801__4076_Timetable_-_2023-10,0 days 07:45:00,0 days 08:00:00
Northbound,a_4010_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4802__4010_Timetable_-_2023-10,0 days 08:15:00,0 days 08:30:00
Northbound,a_4062_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4803__4062_Timetable_-_2023-10,0 days 08:45:00,0 days 09:00:00
Northbound,a_4024_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4804__4024_Timetable_-_2023-10,0 days 09:15:00,0 days 09:30:00
Northbound,a_4068_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4805__4068_Timetable_-_2023-10,0 days 09:45:00,0 days 10:00:00
Northbound,a_4077_Timetable_-_2023-10,409,Weekday_merged_999971,0,C - Taunton,1,100.0.1952652623_Timetable_-_2023-10,4806__4077_Timetable_-_2023-10,0 days 10:15:00,0 days 10:37:00
Northbound,a_4066_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4807__4066_Timetable_-_2023-10,0 days 10:45:00,0 days 11:00:00
Northbound,a_4010_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4808__4010_Timetable_-_2023-10,0 days 11:15:00,0 days 11:30:00
Northbound,a_4078_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4809__4078_Timetable_-_2023-10,0 days 11:45:00,0 days 12:00:00
Southbound,a_4011_Timetable_-_2023-10,403,Weekday_merged_999971,1,Oshawa Station,1,100.0.1046829271_Timetable_-_2023-10,480__4011_Timetable_-_2023-10,0 days 14:35:00,0 days 15:04:00
Northbound,a_4024_Timetable_-_2023-10,409,Weekday_merged_999971,0,C - Taunton,1,100.0.1952652623_Timetable_-_2023-10,4810__4024_Timetable_-_2023-10,0 days 12:15:00,0 days 12:37:00
Northbound,a_4068_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4811__4068_Timetable_-_2023-10,0 days 12:45:00,0 days 13:00:00
Northbound,a_4062_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4812__4062_Timetable_-_2023-10,0 days 13:15:00,0 days 13:30:00
Northbound,a_4071_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4813__4071_Timetable_-_2023-10,0 days 13:45:00,0 days 14:00:00
Northbound,a_4081_Timetable_-_2023-10,409,Weekday_merged_999971,0,C - Taunton,1,100.0.1952652623_Timetable_-_2023-10,4814__4081_Timetable_-_2023-10,0 days 14:15:00,0 days 14:37:00
Northbound,a_4073_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4815__4073_Timetable_-_2023-10,0 days 14:45:00,0 days 15:00:00
Northbound,a_4082_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4816__4082_Timetable_-_2023-10,0 days 15:15:00,0 days 15:30:00
Northbound,a_4011_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4817__4011_Timetable_-_2023-10,0 days 15:45:00,0 days 16:00:00
Northbound,a_4064_Timetable_-_2023-10,409,Weekday_merged_999971,0,C - Taunton,1,100.0.1952652623_Timetable_-_2023-10,4818__4064_Timetable_-_2023-10,0 days 16:15:00,0 days 16:37:00
Northbound,a_4075_Timetable_-_2023-10,409,Weekday_merged_999971,0,Taunton,1,100.0.1673310071_Timetable_-_2023-10,4819__4075_Timetable_-_2023-10,0 days 16:45:00,0 days 17:00:00
